Date,Adj Close
2012-12-31,122.31687927246094
2013-01-02,125.451904296875
2013-01-03,125.1684799194336
2013-01-04,125.71812438964844
2013-01-07,125.3746109008789
2013-01-08,125.01387023925781
2013-01-09,125.3316421508789
2013-01-10,126.32798767089844
2013-01-11,126.31941986083984
2013-01-14,126.23348236083984
2013-01-15,126.31941986083984
2013-01-16,126.30223083496094
2013-01-17,127.11814880371094
2013-01-18,127.40164947509766
2013-01-22,128.08871459960938
2013-01-23,128.29486083984375
2013-01-24,128.32923889160156
2013-01-25,129.05075073242188
2013-01-28,128.8960723876953
2013-01-29,129.40283203125
2013-01-30,128.8960723876953
2013-01-31,128.5783233642578
2013-02-01,129.9010467529297
2013-02-04,128.44085693359375
2013-02-05,129.7378692626953
2013-02-06,129.8323211669922
2013-02-07,129.6605682373047
2013-02-08,130.38201904296875
2013-02-11,130.3562469482422
2013-02-12,130.5709991455078
2013-02-13,130.68263244628906
2013-02-14,130.80288696289062
2013-02-15,130.64825439453125
2013-02-19,131.62744140625
2013-02-20,129.98695373535156
2013-02-21,129.1967315673828
2013-02-22,130.45933532714844
2013-02-25,127.97708892822266
2013-02-26,128.8531494140625
2013-02-27,130.47650146484375
2013-02-28,130.2187957763672
2013-03-01,130.64825439453125
2013-03-04,131.343994140625
2013-03-05,132.52072143554688
2013-03-06,132.70111083984375
2013-03-07,132.9416046142578
2013-03-08,133.50845336914062
2013-03-11,134.0151824951172
2013-03-12,133.7145538330078
2013-03-13,133.90354919433594
2013-03-14,134.61643981933594
2013-03-15,134.43869018554688
2013-03-18,133.69674682617188
2013-03-19,133.38613891601562
2013-03-20,134.3179473876953
2013-03-21,133.1705322265625
2013-03-22,134.24026489257812
2013-03-25,133.67945861816406
2013-03-26,134.74929809570312
2013-03-27,134.74929809570312
2013-03-28,135.1634063720703
2013-04-01,134.62850952148438
2013-04-02,135.29286193847656
2013-04-03,133.92103576660156
2013-04-04,134.46458435058594
2013-04-05,133.86065673828125
2013-04-08,134.76658630371094
2013-04-09,135.23240661621094
2013-04-10,136.88885498046875
2013-04-11,137.33746337890625
2013-04-12,137.0009765625
2013-04-15,133.82615661621094
2013-04-16,135.8018035888672
2013-04-17,133.81756591796875
2013-04-18,132.98068237304688
2013-04-19,134.13674926757812
2013-04-22,134.73207092285156
2013-04-23,136.12098693847656
2013-04-24,136.2073211669922
2013-04-25,136.7594451904297
2013-04-26,136.51785278320312
2013-04-29,137.432373046875
2013-04-30,137.76019287109375
2013-05-01,136.5524444580078
2013-05-02,137.8206329345703
2013-05-03,139.2181854248047
2013-05-06,139.5718994140625
2013-05-07,140.27938842773438
2013-05-08,140.91775512695312
2013-05-09,140.52093505859375
2013-05-10,140.97817993164062
2013-05-13,141.0902862548828
2013-05-14,142.54833984375
2013-05-15,143.31614685058594
2013-05-16,142.64324951171875
2013-05-17,144.0236053466797
2013-05-20,144.0149383544922
2013-05-21,144.2220458984375
2013-05-22,143.15228271484375
2013-05-23,142.7381134033203
2013-05-24,142.6173858642578
2013-05-28,143.47146606445312
2013-05-29,142.53970336914062
2013-05-30,143.06597900390625
2013-05-31,141.0126953125
2013-06-03,141.78915405273438
2013-06-04,141.1075897216797
2013-06-05,139.13192749023438
2013-06-06,140.39154052734375
2013-06-07,142.1773681640625
2013-06-10,142.1773681640625
2013-06-11,140.71072387695312
2013-06-12,139.5460205078125
2013-06-13,141.66835021972656
2013-06-14,140.7797088623047
2013-06-17,141.86679077148438
2013-06-18,142.98831176757812
2013-06-19,141.0126953125
2013-06-20,137.5186309814453
2013-06-21,137.9600830078125
2013-06-24,136.21685791015625
2013-06-25,137.5264434814453
2013-06-26,138.8881378173828
2013-06-27,139.70333862304688
2013-06-28,139.13095092773438
2013-07-01,139.9462432861328
2013-07-02,139.8161163330078
2013-07-03,139.8767547607422
2013-07-05,141.38592529296875
2013-07-08,142.19247436523438
2013-07-09,143.21585083007812
2013-07-10,143.26788330078125
2013-07-11,145.21932983398438
2013-07-12,145.280029296875
2013-07-15,145.8351287841797
2013-07-16,145.28871154785156
2013-07-17,145.66165161132812
2013-07-18,146.45953369140625
2013-07-19,146.7197265625
2013-07-22,147.00595092773438
2013-07-23,146.69375610351562
2013-07-24,146.156005859375
2013-07-25,146.51158142089844
2013-07-26,146.66769409179688
2013-07-29,146.21670532226562
2013-07-30,146.21670532226562
2013-07-31,146.3208465576172
2013-08-01,148.01199340820312
2013-08-02,148.26351928710938
2013-08-05,148.04672241210938
2013-08-06,147.2053985595703
2013-08-07,146.7284393310547
2013-08-08,147.26614379882812
2013-08-09,146.84120178222656
2013-08-12,146.66769409179688
2013-08-13,147.10134887695312
2013-08-14,146.3468017578125
2013-08-15,144.30003356933594
2013-08-16,143.82301330566406
2013-08-19,142.90367126464844
2013-08-20,143.60617065429688
2013-08-21,142.72154235839844
2013-08-22,144.02247619628906
2013-08-23,144.50816345214844
2013-08-26,143.97044372558594
2013-08-27,141.65480041503906
2013-08-28,142.1578369140625
2013-08-29,142.38330078125
2013-08-30,141.93228149414062
2013-09-03,142.57408142089844
2013-09-04,143.7535858154297
2013-09-05,143.9357147216797
2013-09-06,144.00511169433594
2013-09-09,145.38414001464844
2013-09-10,146.45953369140625
2013-09-11,146.91921997070312
2013-09-12,146.5289306640625
2013-09-13,146.85845947265625
2013-09-16,147.70843505859375
2013-09-17,148.36758422851562
2013-09-18,150.08482360839844
2013-09-19,149.8332977294922
2013-09-20,148.78575134277344
2013-09-23,148.0972137451172
2013-09-24,147.74862670898438
2013-09-25,147.32159423828125
2013-09-26,147.8881072998047
2013-09-27,147.2082977294922
2013-09-30,146.4239501953125
2013-10-01,147.5830841064453
2013-10-02,147.4436492919922
2013-10-03,146.08404541015625
2013-10-04,147.19091796875
2013-10-07,145.91844177246094
2013-10-08,144.21902465820312
2013-10-09,144.32359313964844
2013-10-10,147.4348907470703
2013-10-11,148.3848114013672
2013-10-14,148.97752380371094
2013-10-15,147.89678955078125
2013-10-16,149.9623565673828
2013-10-17,150.96458435058594
2013-10-18,151.98423767089844
2013-10-21,151.992919921875
2013-10-22,152.87322998046875
2013-10-23,152.14111328125
2013-10-24,152.64657592773438
2013-10-25,153.3438262939453
2013-10-28,153.5878448486328
2013-10-29,154.4070587158203
2013-10-30,153.6400909423828
2013-10-31,153.20437622070312
2013-11-01,153.57041931152344
2013-11-04,154.11073303222656
2013-11-05,153.62269592285156
2013-11-06,154.4070587158203
2013-11-07,152.454833984375
2013-11-08,154.5116729736328
2013-11-11,154.53778076171875
2013-11-12,154.22401428222656
2013-11-13,155.46157836914062
2013-11-14,156.23727416992188
2013-11-15,156.9170379638672
2013-11-18,156.36795043945312
2013-11-19,156.028076171875
2013-11-20,155.54005432128906
2013-11-21,156.7949981689453
2013-11-22,157.5793914794922
2013-11-25,157.4225311279297
2013-11-26,157.4661102294922
2013-11-27,157.8495635986328
2013-11-29,157.74496459960938
2013-12-02,157.3353729248047
2013-12-03,156.6555938720703
2013-12-04,156.6381378173828
2013-12-05,155.94960021972656
2013-12-06,157.69268798828125
2013-12-09,158.0935821533203
2013-12-10,157.52706909179688
2013-12-11,155.75794982910156
2013-12-12,155.24371337890625
2013-12-13,155.22630310058594
2013-12-16,156.19363403320312
2013-12-17,155.69688415527344
2013-12-18,158.3550567626953
2013-12-19,158.17201232910156
2013-12-20,159.0920867919922
2013-12-23,159.94204711914062
2013-12-24,160.2925567626953
2013-12-26,161.1074676513672
2013-12-27,161.0986785888672
2013-12-30,161.0724334716797
2013-12-31,161.83474731445312
2014-01-02,160.28378295898438
2014-01-03,160.25750732421875
2014-01-06,159.79307556152344
2014-01-07,160.77450561523438
2014-01-08,160.80950927734375
2014-01-09,160.9146728515625
2014-01-10,161.3528289794922
2014-01-13,159.20602416992188
2014-01-14,160.94097900390625
2014-01-15,161.80845642089844
2014-01-16,161.5981903076172
2014-01-17,160.9146728515625
2014-01-21,161.38783264160156
2014-01-22,161.49302673339844
2014-01-23,160.1698455810547
2014-01-24,156.75247192382812
2014-01-27,155.98141479492188
2014-01-28,156.91021728515625
2014-01-29,155.40309143066406
2014-01-30,157.0504150390625
2014-01-31,156.13035583496094
2014-02-03,152.61659240722656
2014-02-04,153.68563842773438
2014-02-05,153.49282836914062
2014-02-06,155.51699829101562
2014-02-07,157.44468688964844
2014-02-10,157.73388671875
2014-02-11,159.4601287841797
2014-02-12,159.5389862060547
2014-02-13,160.36265563964844
2014-02-14,161.24765014648438
2014-02-18,161.44041442871094
2014-02-19,160.3714141845703
2014-02-20,161.31777954101562
