,,date,deposits,assets,noninterestexpense,interestexpense,noninterestincome,stockholdersequity
KEY,25,2014-06-30,67799000000.0,91798000000.0,1351000000.0,133000000.0,890000000.0,10504000000.0
KEY,26,2014-03-31,67266000000.0,90802000000.0,662000000.0,67000000.0,435000000.0,10403000000.0
KEY,27,2013-12-31,69262000000.0,92934000000.0,2820000000.0,295000000.0,1766000000.0,10303000000.0
KEY,28,2013-09-30,68535000000.0,90708000000.0,2108000000.0,229000000.0,1313000000.0,10206000000.0
KEY,29,2013-06-30,67721000000.0,90639000000.0,1392000000.0,160000000.0,854000000.0,10229000000.0
KEY,30,2012-12-31,65993000000.0,89236000000.0,2907000000.0,441000000.0,1967000000.0,10271000000.0
KEY,31,2012-09-30,64188000000.0,86950000000.0,2151000000.0,354000000.0,1501000000.0,10251000000.0
KEY,32,2012-06-30,,,,,,
KEY,33,2012-03-31,,,,,,
KEY,34,2011-12-31,,,,,,
KEY,35,2011-09-30,,,,,,
KEY,36,2011-06-30,,,,,,
KEY,37,2011-03-31,,,,,,
KEY,38,2010-12-31,,,,,,
KEY,39,2010-09-30,61418000000.0,94043000000.0,2290000000.0,715000000.0,1428000000.0,11134000000.0
KEY,40,2010-06-30,,,,,,
KEY,41,2010-03-31,,,,,,
KEY,42,2009-12-31,,,,,,
KEY,43,2009-09-30,,,,,,
KEY,44,2009-06-30,,,,,,
RF,0,2020-09-30,118445000000.000000,145180000000.000000,2656000000.0,313000000.0,1713000000.0,17904000000.0
RF,1,2020-06-30,116779000000.000000,144070000000.000000,1760000000.0,242000000.0,1058000000.0,17602000000.0
RF,2,2020-03-31,100030000000.000000,133542000000.000000,836000000.0,151000000.0,485000000.0,17332000000.0
RF,3,2019-12-31,97475000000.0,126240000000.000000,3489000000.0,851000000.0,2116000000.0,16295000000.0
RF,4,2019-09-30,94305000000.0,128147000000.000000,2592000000.0,671000000.0,1554000000.0,16581000000.0
RF,5,2019-06-30,94971000000.0,127518000000.000000,1721000000.0,458000000.0,996000000.0,16608000000.0
RF,6,2019-03-31,95720000000.0,128802000000.000000,860000000.0,223000000.0,502000000.0,15512000000.0
RF,7,2018-12-31,94491000000.0,125688000000.000000,3570000000.0,602000000.0,2019000000.0,15090000000.0
RF,8,2018-09-30,93255000000.0,124578000000.000000,2717000000.0,414000000.0,1538000000.0,14770000000.0
RF,9,2018-06-30,95283000000.0,124557000000.000000,1795000000.0,258000000.0,1019000000.0,15777000000.0
RF,10,2018-03-31,96990000000.0,122913000000.000000,884000000.0,122000000.0,507000000.0,15866000000.0
RF,11,2017-12-31,96889000000.0,124294000000.000000,3624000000.0,373000000.0,2105000000.0,16192000000.0
RF,12,2017-09-30,97591000000.0,123271000000.000000,2672000000.0,271000000.0,1550000000.0,16624000000.0
RF,13,2017-06-30,98093000000.0,124643000000.000000,1786000000.0,174000000.0,1035000000.0,16893000000.0
RF,14,2017-03-31,99424000000.0,124545000000.000000,877000000.0,85000000.0,510000000.0,16722000000.0
RF,15,2016-12-31,99035000000.0,125968000000.000000,3617000000.0,313000000.0,2153000000.0,16664000000.0
RF,16,2016-09-30,99289000000.0,125177000000.000000,2718000000.0,234000000.0,1631000000.0,17365000000.0
RF,17,2016-06-30,97245000000.0,126212000000.000000,1784000000.0,152000000.0,1032000000.0,17385000000.0
RF,18,2016-03-31,98154000000.0,125539000000.000000,869000000.0,74000000.0,506000000.0,17211000000.0
RF,19,2015-12-31,98430000000.0,126050000000.000000,3607000000.0,268000000.0,2071000000.0,16844000000.0
RF,20,2015-09-30,97178000000.0,124789000000.000000,2734000000.0,199000000.0,1557000000.0,16952000000.0
RF,21,2015-06-30,97075000000.0,121855000000.000000,1839000000.0,134000000.0,1060000000.0,16899000000.0
RF,22,2015-03-31,97477000000.0,122447000000.000000,905000000.0,71000000.0,470000000.0,17051000000.0
RF,23,2014-12-31,94200000000.0,119679000000.000000,3432000000.0,309000000.0,1821000000.0,16989000000.0
RF,24,2014-09-30,94130000000.0,119226000000.000000,2463000000.0,235000000.0,1373000000.0,17160000000.0
RF,25,2014-06-30,93822000000.0,118719000000.000000,1637000000.0,159000000.0,895000000.0,17029000000.0
RF,26,2014-03-31,93393000000.0,117933000000.000000,817000000.0,82000000.0,438000000.0,16132000000.0
RF,27,2013-12-31,92453000000.0,117396000000.000000,3556000000.0,384000000.0,2019000000.0,15768000000.0
RF,28,2013-09-30,92321000000.0,116864000000.000000,2610000000.0,299000000.0,1493000000.0,15489000000.0
RF,29,2013-06-30,92454000000.0,118707000000.000000,1726000000.0,212000000.0,998000000.0,15329000000.0
RF,30,2013-03-31,94133000000.0,119718000000.000000,842000000.0,113000000.0,501000000.0,15740000000.0
RF,31,2012-12-31,95474000000.0,121347000000.000000,3526000000.0,603000000.0,2100000000.0,15499000000.0
RF,32,2012-09-30,94881000000.0,121798000000.000000,2624000000.0,473000000.0,1564000000.0,14901000000.0
RF,33,2012-06-30,95098000000.0,122345000000.000000,1755000000.0,326000000.0,1031000000.0,14455000000.0
RF,34,2012-03-31,97138000000.0,128282000000.000000,913000000.0,170000000.0,524000000.0,17534000000.0
RF,35,2011-12-31,95627000000.0,127050000000.000000,3862000000.0,842000000.0,2143000000.0,16499000000.0
RF,36,2011-09-30,95938000000.0,129762000000.000000,3431000000.0,665000000.0,2369000000.0,17263000000.0
RF,37,2011-06-30,96331000000.0,130908000000.000000,2365000000.0,459000000.0,1624000000.0,16888000000.0
RF,38,2011-03-31,96369000000.0,131756000000.000000,1167000000.0,237000000.0,843000000.0,16619000000.0
RF,39,2010-12-31,94614000000.0,132351000000.000000,4985000000.0,1257000000.0,3531000000.0,16734000000.0
RF,40,2010-09-30,94978000000.0,133498000000.000000,3719000000.0,998000000.0,2318000000.0,13000000.0
RF,41,2010-06-30,96250000000.0,135340000000.000000,2556000000.0,708000000.0,1568000000.0,13000000.0
RF,42,2010-03-31,98332000000.0,137230000000.000000,1230000000.0,384000000.0,812000000.0,17638000000.0
RF,43,2009-12-31,98680000000.0,142318000000.000000,4751000000.0,1997000000.0,3755000000.0,17881000000.0
RF,44,2009-09-30,94880000000.0,139986000000.000000,,,,18492000000.0
RF,45,2009-06-30,94726000000.0,142811000000.000000,,,,18737000000.0
CFG,0,2020-03-31,133475000000.000000,176719000000.000000,1012000000.0,318000000.0,497000000.0,21950000000.0
CFG,1,2019-12-31,125313000000.000000,165733000000.000000,3847000000.0,1575000000.0,1877000000.0,22201000000.0
CFG,2,2019-09-30,124714000000.000000,164362000000.000000,2861000000.0,1217000000.0,1383000000.0,21851000000.0
CFG,3,2019-06-30,124004000000.000000,162749000000.000000,1888000000.0,824000000.0,890000000.0,22017000000.0
CFG,4,2019-03-31,123916000000.000000,161342000000.000000,937000000.0,410000000.0,428000000.0,21531000000.0
CFG,5,2018-12-31,119575000000.000000,160518000000.000000,3619000000.0,1226000000.0,1596000000.0,20817000000.0
CFG,6,2018-09-30,117075000000.000000,158598000000.000000,2668000000.0,856000000.0,1175000000.0,20276000000.0
CFG,7,2018-06-30,117073000000.000000,155431000000.000000,1758000000.0,527000000.0,759000000.0,20467000000.0
CFG,8,2018-03-31,115730000000.000000,153453000000.000000,883000000.0,237000000.0,371000000.0,20059000000.0
CFG,9,2017-12-31,115089000000.000000,152336000000.000000,3474000000.0,747000000.0,1534000000.0,20270000000.0
CFG,10,2017-09-30,113235000000.000000,151356000000.000000,2576000000.0,536000000.0,1130000000.0,20109000000.0
CFG,11,2017-06-30,113613000000.000000,151407000000.000000,1718000000.0,334000000.0,749000000.0,20064000000.0
CFG,12,2017-03-31,112112000000.000000,150285000000.000000,854000000.0,155000000.0,379000000.0,19847000000.0
CFG,13,2016-12-31,109804000000.000000,149520000000.000000,3352000000.0,508000000.0,1497000000.0,19747000000.0
CFG,14,2016-09-30,108327000000.000000,147015000000.000000,2505000000.0,372000000.0,1120000000.0,20181000000.0
CFG,15,2016-06-30,106257000000.000000,145183000000.000000,1638000000.0,238000000.0,685000000.0,20226000000.0
CFG,16,2016-03-31,102606000000.000000,140077000000.000000,811000000.0,115000000.0,330000000.0,
CFG,17,2015-12-31,102539000000.000000,138208000000.000000,3259000000.0,452000000.0,1422000000.0,
CFG,18,2015-09-30,101866000000.000000,135447000000.000000,2449000000.0,336000000.0,1060000000.0,
CFG,19,2015-06-30,100615000000.000000,137251000000.000000,1651000000.0,218000000.0,707000000.0,
CFG,20,2015-03-31,98990000000.0,136535000000.000000,810000000.0,106000000.0,347000000.0,
CFG,21,2014-12-31,95707000000.0,132857000000.000000,3392000000.0,363000000.0,1678000000.0,
CFG,22,2014-09-30,93463000000.0,131341000000.000000,2568000000.0,262000000.0,1339000000.0,
HBAN,0,2019-09-30,82395000000.0,108735000000.000000,2020000000.0,757000000.0,1082000000.0,11909000000.0
HBAN,1,2019-06-30,80882000000.0,108247000000.000000,1353000000.0,504000000.0,693000000.0,11668000000.0
HBAN,2,2019-03-31,82155000000.0,108203000000.000000,653000000.0,248000000.0,319000000.0,11432000000.0
HBAN,3,2018-12-31,84774000000.0,108781000000.000000,2647000000.0,760000000.0,1321000000.0,11102000000.0
HBAN,4,2018-09-30,81689000000.0,105652000000.000000,1936000000.0,537000000.0,992000000.0,10934000000.0
HBAN,5,2018-06-30,79587000000.0,105358000000.000000,1285000000.0,332000000.0,650000000.0,11472000000.0
HBAN,6,2018-03-31,79471000000.0,104246000000.000000,633000000.0,144000000.0,314000000.0,11308000000.0
HBAN,7,2017-12-31,77041000000.0,104185000000.000000,2714000000.0,431000000.0,1307000000.0,10814000000.0
HBAN,8,2017-09-30,78445113000.0,101988126000.000000,2082214000.0,306851000.0,967778000.0,10698849000.0
HBAN,9,2017-06-30,75933373000.0,101406779000.000000,1401786000.0,192297000.0,637681000.0,10654182000.0
HBAN,10,2017-03-31,77422510000.0,100045506000.000000,707422000.0,90385000.0,312463000.0,10437147000.0
HBAN,11,2016-12-31,75607717000.0,99714097000.0,2408485000.0,262795000.0,1149731000.0,10308146000.0
HBAN,12,2016-09-30,77405096000.0,100765412000.000000,1726988000.0,182918000.0,815394000.0,10386765000.0
HBAN,13,2016-06-30,55043465000.0,73954017000.0,1014741000.0,113962000.0,512979000.0,7507304000.0
HBAN,14,2016-03-31,55628842000.0,72644967000.0,491080000.0,54185000.0,241867000.0,7157670000.0
HBAN,15,2015-12-31,55294979000.0,71044551000.0,1975908000.0,163784000.0,1038730000.0,6594606000.0
HBAN,16,2015-09-30,54244711000.0,70210178000.0,1477142000.0,116542000.0,766515000.0,6582637000.0
HBAN,17,2015-06-30,53473179000.0,68845648000.0,950634000.0,73520000.0,513396000.0,6496258000.0
HBAN,18,2015-03-31,52832695000.0,68002661000.0,458857000.0,34411000.0,231623000.0,6461954000.0
HBAN,19,2014-12-31,51732151000.0,66298010000.0,1882346000.0,139321000.0,979179000.0,6328170000.0
HBAN,20,2014-09-30,50129837000.0,64330629000.0,1399075000.0,104948000.0,745901000.0,6284210000.0
HBAN,21,2014-06-30,48748765000.0,63797113000.0,918757000.0,70223000.0,498552000.0,6240791000.0
HBAN,22,2014-03-31,49348753000.0,61145753000.0,460121000.0,34949000.0,248485000.0,6176234000.0
HBAN,23,2013-12-31,47506718000.0,59476344000.0,1758003000.0,156029000.0,997995000.0,6099323000.0
HBAN,24,2013-09-30,46564046000.0,56648251000.0,1311994000.0,116854000.0,751367000.0,5961579000.0
HBAN,25,2013-06-30,46331434000.0,56113687000.0,888658000.0,78794000.0,500864000.0,5783515000.0
HBAN,26,2013-03-31,46867141000.0,56054966000.0,442793000.0,41149000.0,252209000.0,5867138000.0
HBAN,27,2012-12-31,46252683000.0,56153185000.0,1835876000.0,219739000.0,1097857000.0,5790211000.0
HBAN,28,2012-09-30,46741286000.0,56443000000.0,1365248000.0,174799000.0,800206000.0,5807604000.0
HBAN,29,2012-06-30,46076075000.0,56622959000.0,444269000.0,58582000.0,253819000.0,5649231000.0
HBAN,30,2012-03-31,45008964000.0,55876654000.0,462676000.0,62728000.0,285320000.0,5549828000.0
HBAN,31,2011-12-31,43279625000.0,54450652000.0,1728500000.0,341056000.0,980623000.0,5418100000.0
HBAN,32,2011-09-30,43219727000.0,54978707000.0,1298226000.0,270865000.0,751271000.0,5400479000.0
HBAN,33,2011-06-30,41402355000.0,53050039000.0,859108000.0,186347000.0,492712000.0,5252643000.0
HBAN,34,2011-03-31,41366487000.0,52948509000.0,430699000.0,97547000.0,236945000.0,5038599000.0
HBAN,35,2010-12-31,41853898000.0,53819642000.0,1673805000.0,526587000.0,1041858000.0,4980542000.0
HBAN,36,2010-09-30,41072371000.0,53246776000.0,1239213000.0,413590000.0,777638000.0,5567403000.0
CBSH,0,2020-06-30,24526967000.0,30496121000.0,381210000.0,30686000.0,241178000.0,3357867000.0
CBSH,1,2020-03-31,20775863000.0,26793017000.0,193698000.0,20420000.0,123663000.0,3251015000.0
CBSH,2,2019-12-31,20520415000.0,26065789000.0,767398000.0,103392000.0,524703000.0,3134684000.0
CBSH,3,2019-09-30,20310151000.0,25876479000.0,572224000.0,79386000.0,381242000.0,3102600000.0
CBSH,4,2019-06-30,19829608000.0,25772174000.0,381204000.0,51155000.0,248499000.0,3168731000.0
CBSH,5,2019-03-31,19974353000.0,25033471000.0,191425000.0,24377000.0,121240000.0,3037755000.0
CBSH,6,2018-12-31,20323659000.0,25463842000.0,737821000.0,65376000.0,501341000.0,2931298000.0
CBSH,7,2018-09-30,20133620000.0,25062392000.0,549196000.0,44764000.0,368254000.0,2803093000.0
CBSH,8,2018-06-30,20321557000.0,24524742000.0,364137000.0,27767000.0,244540000.0,2767987000.0
CBSH,9,2018-03-31,20538471000.0,24611242000.0,182277000.0,13103000.0,119690000.0,2703122000.0
CBSH,10,2017-12-31,20425446000.0,24833415000.0,769684000.0,43728000.0,486604000.0,2716560000.0
CBSH,11,2017-09-30,20443773000.0,24979141000.0,555996000.0,32164000.0,362392000.0,2700544000.0
CBSH,12,2017-06-30,20825662000.0,25078843000.0,371424000.0,20511000.0,240150000.0,2623883000.0
CBSH,13,2017-03-31,21091853000.0,25308171000.0,186830000.0,9724000.0,117066000.0,2558703000.0
CBSH,14,2016-12-31,21101095000.0,25641424000.0,717065000.0,33003000.0,474392000.0,2495783000.0
CBSH,15,2016-09-30,20166160000.0,24734468000.0,535804000.0,24707000.0,354913000.0,2555421000.0
CBSH,16,2016-06-30,20150047000.0,24709693000.0,354562000.0,16589000.0,235594000.0,2521916000.0
CBSH,17,2016-03-31,20686309000.0,24506952000.0,177473000.0,8353000.0,119024000.0,2442028000.0
CBSH,18,2015-12-31,19978853000.0,24604962000.0,675903000.0,28096000.0,447555000.0,2361990000.0
CBSH,19,2015-09-30,18986760000.0,23967648000.0,500279000.0,20841000.0,331666000.0,2365305000.0
CBSH,20,2015-06-30,19288709000.0,23705935000.0,329017000.0,13764000.0,220518000.0,2309921000.0
CBSH,21,2015-03-31,19576499000.0,24049483000.0,163697000.0,6844000.0,106426000.0,2400614000.0
CBSH,22,2014-12-31,19475778000.0,23994280000.0,657775000.0,28088000.0,435978000.0,2330193000.0
CBSH,23,2014-09-30,18586638000.0,22701545000.0,487457000.0,21101000.0,323676000.0,2285831000.0
CBSH,24,2014-06-30,18939836000.0,23005179000.0,325271000.0,14006000.0,211390000.0,2259775000.0
CBSH,25,2014-03-31,19237334000.0,22837120000.0,162340000.0,6932000.0,102627000.0,2270379000.0
CBSH,26,2013-12-31,19047348000.0,23072036000.0,629633000.0,30913000.0,418386000.0,2210642000.0
CBSH,27,2013-09-30,18217764000.0,22452297000.0,468315000.0,23637000.0,308864000.0,2177533000.0
CBSH,28,2013-06-30,17896938000.0,21910351000.0,312003000.0,16199000.0,202553000.0,2102827000.0
CBSH,29,2013-03-31,18514867000.0,22227208000.0,155037000.0,8402000.0,99877000.0,2175145000.0
CBSH,30,2012-12-31,18348653000.0,22159589000.0,618469000.0,38063000.0,399630000.0,2167127000.0
CBSH,31,2012-09-30,16849630000.0,20878769000.0,460192000.0,29131000.0,296321000.0,2302436000.0
CBSH,32,2012-06-30,16831633000.0,20742991000.0,306801000.0,19748000.0,195399000.0,2226551000.0
CBSH,33,2012-03-31,16771760000.0,20526917000.0,150461000.0,10229000.0,94583000.0,2195336000.0
CBSH,34,2011-12-31,16799883000.0,20649367000.0,617249000.0,51901000.0,392917000.0,2166047000.0
CBSH,35,2011-09-30,16014077000.0,20638668000.0,461219000.0,40435000.0,298882000.0,2127214000.0
CBSH,36,2011-06-30,15656566000.0,19570860000.0,307473000.0,28230000.0,197250000.0,2129368000.0
CBSH,37,2011-03-31,15539475000.0,19017296000.0,153960000.0,14853000.0,95906000.0,2068722000.0
CBSH,38,2010-12-31,,,631134000.0,,405111000.0,2021987000.0
CBSH,39,2010-09-30,,,466888000.0,,294442000.0,2045439000.0
CBSH,40,2010-06-30,,,311769000.0,,194899000.0,1987447000.0
CMA,0,2020-09-30,68459000000.0,83631000000.0,1311000000.0,162000000.0,736000000.0,
CMA,1,2020-06-30,67720000000.0,84397000000.0,865000000.0,136000000.0,484000000.0,
CMA,2,2020-03-31,57366000000.0,76337000000.0,425000000.0,96000000.0,237000000.0,
CMA,3,2019-12-31,57295000000.0,73402000000.0,1743000000.0,468000000.0,1010000000.0,
CMA,4,2019-09-30,56809000000.0,72848000000.0,1292000000.0,353000000.0,744000000.0,
CMA,5,2019-06-30,55537000000.0,72537000000.0,857000000.0,228000000.0,488000000.0,
CMA,6,2019-03-31,54091000000.0,70690000000.0,433000000.0,104000000.0,238000000.0,
CMA,7,2018-12-31,55561000000.0,70818000000.0,1794000000.0,267000000.0,976000000.0,
CMA,8,2018-09-30,56006000000.0,71448000000.0,1346000000.0,177000000.0,726000000.0,
CMA,9,2018-06-30,57210000000.0,71987000000.0,894000000.0,101000000.0,492000000.0,
CMA,10,2018-03-31,57635000000.0,72335000000.0,446000000.0,41000000.0,244000000.0,
CMA,11,2017-12-31,57903000000.0,71567000000.0,1860000000.0,121000000.0,1107000000.0,
CMA,12,2017-09-30,57819000000.0,72017000000.0,1377000000.0,88000000.0,822000000.0,
CMA,13,2017-06-30,56781000000.0,71447000000.0,914000000.0,55000000.0,547000000.0,
CMA,14,2017-03-31,58863000000.0,72976000000.0,457000000.0,26000000.0,271000000.0,
CMA,15,2016-12-31,58985000000.0,72978000000.0,1930000000.0,112000000.0,1051000000.0,
CMA,16,2016-09-30,59261000000.0,74124000000.0,1469000000.0,83000000.0,784000000.0,
CMA,17,2016-06-30,56374000000.0,71280000000.0,979000000.0,53000000.0,515000000.0,
CMA,18,2016-03-31,56351000000.0,69007000000.0,460000000.0,25000000.0,246000000.0,
CMA,19,2015-12-31,59853000000.0,71877000000.0,1842000000.0,95000000.0,1050000000.0,
CMA,20,2015-09-30,58768000000.0,71012000000.0,1356000000.0,71000000.0,780000000.0,
CMA,21,2015-06-30,58260000000.0,69945000000.0,895000000.0,45000000.0,516000000.0,
CMA,22,2015-03-31,57570000000.0,69336000000.0,460000000.0,22000000.0,256000000.0,
CMA,23,2014-12-31,57486000000.0,69190000000.0,1626000000.0,95000000.0,868000000.0,
CMA,24,2014-09-30,57581000000.0,68887000000.0,1207000000.0,71000000.0,643000000.0,
CMA,25,2014-06-30,54170000000.0,65325000000.0,810000000.0,50000000.0,428000000.0,
CMA,26,2014-03-31,53750000000.0,65681000000.0,406000000.0,25000000.0,208000000.0,
CMA,27,2013-12-31,53292000000.0,65227000000.0,1722000000.0,112000000.0,826000000.0,
CMA,28,2013-09-30,52909000000.0,64670000000.0,1249000000.0,86000000.0,622000000.0,
CMA,29,2013-06-30,51255000000.0,62947000000.0,832000000.0,59000000.0,408000000.0,
CMA,30,2013-03-31,52117000000.0,64885000000.0,416000000.0,30000000.0,200000000.0,
CMA,31,2012-12-31,52202000000.0,65359000000.0,1757000000.0,135000000.0,818000000.0,
CMA,32,2012-09-30,49977000000.0,63314000000.0,1330000000.0,103000000.0,614000000.0,
CMA,33,2012-06-30,49388000000.0,62650000000.0,882000000.0,70000000.0,417000000.0,
CMA,34,2012-03-31,49306000000.0,62593000000.0,,,,
