,,symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
CFG,1,CFG,2023-12-31,6400695236.0,6862601077.0,6598654882.0,4785965384,4402024328,4461271499,2416059223,2222237443,2252146701,1922328771,1768115174,1791912367,4550906757,4185822640,4242159936,5.084583317382732,5.338812483251869,4.93204581786125,7.0,9.0
CFG,2,CFG,2022-12-31,6117313730.0,7130820000.0,6765500323.0,4573354038,4547598174,4601268897,2308728401,2295726281,2322820427,1836931392,1826586302,1848143661,4348737638,4324246750,4375281481,3.5686027,4.095,3.1066,10.0,12.0
CFG,3,CFG,2021-12-31,6084167860.0,7132350000.0,6688019973.0,4368053522,4749337638,4528330584,2205088244,2397568742,2285999584,1754470476,1907616888,1818847291,4153520282,4516077951,4305925471,2.4858524,3.8325,1.47,18.0,22.0
CFG,4,CFG,2020-12-31,6513550000.0,7022700000.0,6906594397.0,4629509344,4720173326,4679286788,2337076818,2382845964,2362205553,1859486709,1895902764,1879480295,4402134923,4488346019,4449467589,1.7232317,2.2260000000000004,1.274,18.0,21.0
CFG,5,CFG,2019-12-31,6273649600.0,6634124880.0,6581452646.0,4156529816,4144816134,4153205898,2310594497,2304082918,2308746747,1821590989,1816457490,1820134288,4175581901,4163814527,4172242747,3.8278394000000002,4.011,3.6740199999999996,16.0,20.0
CFG,6,CFG,2018-12-31,5927209250.0,6285491940.0,6222991389.0,3753762442,3741402487,3755812736,2064191484,2057394753,2065318939,1783495989,1777623500,1784470129,4097074624,4083584251,4099312435,3.5478775000000002,3.7275,3.4104,19.0,22.0
CFG,7,CFG,2017-12-31,5490200000.0,5841300300.0,5761027659.0,2818975457,2798506829,2792908819,1691164783,1678885207,1675526839,1152064666,1143699506,1141411699,4102232177,4072445800,4064299459,2.6131225000000002,2.7405,2.4989999999999997,21.0,24.0
CFG,8,CFG,2016-12-31,4979980000.0,5337205080.0,5274410543.0,2351089137,2368191106,2365875902,1358383157,1368264120,1366926470,903437729,910009391,909119742,3829930658,3857789812,3854018338,1.9527440999999999,2.058,1.8600400000000001,21.0,24.0
CFG,9,CFG,2015-12-31,4630295000.0,4926600000.0,4873400771.0,2071906498,1955069235,2010996388,1302517323,1229066827,1264225790,888546911,838440698,862425322,3812020335,3597055990,3699954187,1.5690652999999999,1.6590000000000003,1.4994,18.0,21.0
HBAN,0,HBAN,2024-12-31,4705795113.0,5045388574.0,4851335168.0,3154820017,3154820017,3154820018,1725633499,1725633499,1725633500,1467672614,1467672614,1467672614,3128815896,3128815896,3128815896,2.5706261395484873,2.673451185130427,2.4935073553620324,7.0,8.0
HBAN,1,HBAN,2023-12-31,4684696361.0,5022767232.0,4829583877.0,3293695161,3043896827,3084433516,1801595868,1664960380,1687133267,1532279548,1416069377,1434927692,3266546339,3018807009,3059009567,1.7796099021762428,1.868590397285055,1.7262216051109556,7.0,8.0
HBAN,2,HBAN,2022-12-31,4432900000.0,5142840000.0,4880049061.0,3055507831,3172301986,3122180124,1671311404,1735195843,1707780027,1421471002,1475805506,1452488017,3030322307,3146153766,3096445043,1.25664,1.3860000000000001,1.0486,11.0,12.0
HBAN,3,HBAN,2021-12-31,4465880000.0,4990350000.0,4811369929.0,3036649897,3122958722,3075112208,1660996432,1708205908,1682034669,1412697990,1452850233,1430591271,3011619812,3097217223,3049765091,0.973029,1.2285,0.6174,19.0,22.0
HBAN,4,HBAN,2020-12-31,4546390000.0,4939911000.0,4836844713.0,3070339308,3116408595,3087434158,1679423974,1704623099,1688774569,1428370842,1449803009,1436323639,3045031533,3090721086,3061985475,0.609093,0.7244999999999999,0.49294,19.0,22.0
HBAN,5,HBAN,2019-12-31,4491100000.0,4807697580.0,4751566920.0,3009030002,2974022984,2985115871,1700347394,1680565574,1686833960,1454904128,1437977791,1443341342,3010074441,2975055273,2986152010,1.320951,1.4070000000000003,1.225,20.0,23.0
HBAN,6,HBAN,2018-12-31,4300010000.0,4657320000.0,4585840177.0,2364971156,2340891566,2340540808,1473087485,1458088848,1457870369,1253286769,1240526093,1240340213,3080380214,3049016495,3048559631,1.2509177999999999,1.3230000000000002,1.1662,23.0,25.0
HBAN,7,HBAN,2017-12-31,4069150000.0,4452612120.0,4384931158.0,1897537751,1927655216,1927299167,1117103450,1134833967,1134624356,864547236,878269214,878106993,3156982433,3207089637,3206497268,0.9078,0.9660000000000001,0.8036,26.0,29.0
HBAN,8,HBAN,2016-12-31,3350315980.0,3608760000.0,3554562378.0,1658596807,1665447079,1661332176,1068114738,1072526224,1069876280,810150540,813496593,811486646,2426933737,2436957365,2430936253,0.7446,0.924,0.6468,27.0,29.0
HBAN,9,HBAN,2015-12-31,2865671000.0,3074033160.0,3035365883.0,1406285217,1398182907,1399745238,905243875,900028314,901034006,671132739,667266009,668011612,2083546659,2071542309,2073857052,0.83589,0.9135,0.784,28.0,34.0
CBSH,0,CBSH,2024-12-31,1338165441.0,1434734081.0,1379552001.0,692009158,692009158,692009158,545313987,545313987,545313987,431946603,431946602,431946602,838640752,838640752,838640752,4.656656282462847,4.842922533761361,4.5169565939889615,2.0,2.0
CBSH,1,CBSH,2023-12-31,1323490107.0,1418999703.0,1364422791.0,696585367,683535116,673139706,548920112,538636310,530444566,434803036,426657173,420168441,844186626,828371123,815773003,3.8812733830235806,4.07533705217476,3.764835181532873,2.0,2.0
CBSH,2,CBSH,2022-12-31,1283892000.0,1402825380.0,1369701392.0,680949883,672529986,673751864,536599107,529964097,530926956,425043491,419787859,420550545,825238099,815034088,816514873,3.2997,3.696,2.891,4.0,4.0
CBSH,3,CBSH,2021-12-31,1241697000.0,1373707440.0,1338838541.0,656585550,659072792,660053231,517399633,519359619,520132220,409835469,411387985,411999968,795711145,798725415,799913602,3.074892,3.528,2.7734,10.0,12.0
CBSH,4,CBSH,2020-12-31,1249348360.0,1376956140.0,1340011373.0,647683782,672728568,661481981,510384902,530120582,521258097,404279057,419911812,412891782,784923158,815274747,801645092,2.318154,2.7720000000000002,2.0188,10.0,12.0
CBSH,5,CBSH,2019-12-31,1301735150.0,1381281960.0,1367075719.0,657580145,651723111,653043542,556029848,551077317,552193834,442996477,439050729,439940274,797536100,790432485,792033950,3.6079338000000005,3.7380000000000004,3.4299999999999997,10.0,12.0
CBSH,6,CBSH,2018-12-31,1273953380.0,1363951140.0,1347193645.0,555773606,548154496,547433951,465975963,459587891,458983765,345777710,341037437,340589146,854840693,843121666,842013389,3.657159,3.8000025,3.4933374,12.0,13.0
CBSH,7,CBSH,2017-12-31,1176707000.0,1277346000.0,1263313152.0,498196989,500406355,501004324,421943937,423815141,424321586,289770857,291055911,291403713,763432271,766817881,767734203,2.5348121999999997,2.6666745000000005,2.3288916,12.0,13.0
CBSH,8,CBSH,2016-12-31,1118313000.0,1208598000.0,1193893750.0,476426765,479350554,479813897,404993212,407478619,407872491,278463519,280172425,280443241,744611430,749181044,749905207,2.3094024,2.4580499999999996,2.2010604,12.0,13.0
CBSH,9,CBSH,2015-12-31,1059143000.0,1137669240.0,1122742686.0,461490192,458897446,461999667,392191323,389987912,392624293,267036512,265536246,267331314,700253403,696319236,701026466,2.1427854,2.278899,1.9964266000000002,10.0,11.0
CMA,0,CMA,2024-12-31,2691645011.0,2885887435.0,2774891764.0,1755344399,1755344399,1755344399,1272084965,1272084965,1272084965,994750515,994750515,994750516,1508732626,1508732626,1508732626,10.028361254988152,10.429495705187678,9.727510417338507,8.0,10.0
CMA,1,CMA,2023-12-31,2716685358.0,2912734817.0,2800706554.0,1858588941,1714551271,1741882841,1346905514,1242522490,1262329475,1053259012,971633123,987121875,1597472141,1473670605,1497162309,6.525498196313675,6.851773106129359,6.3297332504242645,8.0,10.0
CMA,2,CMA,2022-12-31,2608330000.0,3031496100.0,2869162922.0,1784003768,1785431773,1783941083,1292854195,1293889061,1292808769,1010991728,1011800976,1010956205,1533365584,1534592966,1533311706,4.288631699999999,5.9639999999999995,3.0869999999999997,11.0,13.0
CMA,3,CMA,2021-12-31,2575350000.0,2990771580.0,2832984465.0,1710134700,1811351925,1762853284,1239321835,1312673201,1277526598,969130260,1026489879,999005787,1469874527,1556871545,1515186573,3.4305458,4.9875,1.617,21.0,25.0
CMA,4,CMA,2020-12-31,2740250000.0,3004447740.0,2924234995.0,1792414237,1847679658,1818810658,1298949201,1338999639,1318078490,1015757926,1047076741,1030716730,1540594451,1588095525,1563282387,1.8813370999999999,2.4465000000000003,1.2348,21.0,25.0
CMA,5,CMA,2019-12-31,3231891590.0,3437502000.0,3398832501.0,1934009829,1925486382,1934219894,1538189165,1531410153,1538356237,1237565875,1232111752,1237700295,1796725194,1788806779,1796920347,7.8369435,8.2845,7.5264,21.0,25.0
CMA,6,CMA,2018-12-31,3225190830.0,3445560000.0,3391417256.0,1476911580,1460854814,1451366472,1331270190,1316796815,1308244139,801567059,792852539,787702913,2086447769,2063764215,2050359939,7.2555875,7.623,6.957999999999999,26.0,29.0
CMA,7,CMA,2017-12-31,2989540000.0,3228912000.0,3198950997.0,976164854,996700418,995410263,724286215,739523012,738565755,515648544,526496234,525814724,2354470712,2404001673,2400889872,4.754292199999999,5.0715,4.5668,27.0,29.0
CMA,8,CMA,2016-12-31,2765470000.0,2925360000.0,2901972036.0,1009751011,1006884433,1008318076,786410445,784177907,785294452,546293122,544742253,545517879,2069832291,2063956252,2066894998,2.6286361,2.8560000000000003,2.4108,29.0,31.0
CMA,9,CMA,2015-12-31,2637430000.0,2797860000.0,2771545145.0,1178594422,1171265306,1179078860,942442231,936581632,942829603,642377290,638382653,642641327,1790640239,1779505102,1791376247,2.9254448,3.0975,2.7832,30.0,33.0
FHN,0,FHN,2024-12-31,3667987149.0,3932687253.0,3781430051.0,2176336664,2176336664,2176336664,1205900668,1205900668,1205900668,907843492,907843492,907843492,2632683950,2632683950,2632683951,3.1673043366363354,3.2939965101017887,3.072285206537245,5.0,6.0
FHN,1,FHN,2023-12-31,3326673782.0,3566743024.0,3429560600.0,2067333260,1913396483,1940743123,1145502256,1060206417,1075359096,862373491,798159850,809567308,2500824060,2314608899,2347689746,2.240073344221028,2.3520770114320793,2.172871143894397,5.0,6.0
FHN,2,FHN,2022-12-31,2874856900.0,3330300000.0,3157089789.0,1767621194,1805903806,1786141452,979432830,1000645094,989694841,737350717,753320039,745076312,2138266576,2184576516,2160670273,1.6001329,1.7429999999999999,1.47,8.0,9.0
FHN,3,FHN,2021-12-31,2864119000.0,3247527000.0,3112684554.0,1731305289,1788759218,1762992311,959310312,991145337,976867982,722201793,746168295,735419811,2094335735,2163836948,2132667082,1.314414,1.6380000000000001,1.1172,15.0,17.0
FHN,4,FHN,2020-12-31,2448955120.0,2687598000.0,2613654130.0,1464823479,1498124200,1478092258,811653657,830105472,819005842,611040786,624931946,616575763,1771976426,1812259841,1788027481,0.8161608,1.0815000000000001,0.44786000000000004,15.0,17.0
FHN,5,FHN,2019-12-31,1767089740.0,1896180000.0,1869001481.0,1144216022,1159259539,1152041036,741845828,751599204,746919130,566212068,573656310,570084254,1276731641,1293517399,1285462896,1.6240800000000002,1.7115,1.5582,14.0,16.0
FHN,6,FHN,2018-12-31,1701020130.0,1801597440.0,1786901318.0,660830443,632509254,641636862,417873578,399964783,405736591,223925591,214328819,217421753,1384913119,1325559942,1344688818,1.4241,1.5225,1.3328,18.0,20.0
FHN,7,FHN,2017-12-31,1257312060.0,1391280000.0,1360300736.0,464742768,480265318,476193251,348679758,360325768,357270643,229254358,236911523,234902802,945309970,976883610,968600824,1.1249885,1.2075,1.0388,17.0,19.0
FHN,8,FHN,2016-12-31,1245200640.0,1333344000.0,1314802711.0,244606252,245434423,245021089,120068220,120474739,120271848,95251341,95573836,95412881,1178777916,1182768938,1180777046,0.9727612999999999,1.0185,0.9211999999999999,17.0,18.0
FHN,9,FHN,2015-12-31,1122678000.0,1198092000.0,1183424502.0,440629408,414132657,422923717,325282352,305721866,312211620,230618464,216750483,221351585,912177450,857324691,875523673,0.8355427000000001,0.882,0.8036,19.0,21.0
ZION,0,ZION,2024-12-31,2618707848.0,2807686765.0,2699698812.0,1572003632,1572003632,1572003632,1002009578,1002009578,1002009578,776486054,776486055,776486054,1694756943,1694756943,1694756943,7.751990874619364,8.062070509604139,7.519431148380782,9.0,9.0
ZION,1,ZION,2023-12-31,2648018413.0,2839112525.0,2729915890.0,1683152392,1514152605,1571491074,1072856820,965134801,1001682869,831387621,747910729,776232878,1814584994,1632388492,1694204361,5.477307948614507,5.751173346045232,5.3129887101560715,9.0,9.0
ZION,2,ZION,2022-12-31,2537520000.0,3024300000.0,2801878247.0,1584711654,1647921935,1606116214,1010109788,1050400603,1023753252,782763141,813985652,793335853,1708457298,1776603490,1731533279,3.9474918000000003,4.83,3.2927999999999997,13.0,13.0
ZION,3,ZION,2021-12-31,2534610000.0,2904960000.0,2761367537.0,1576655676,1576108716,1595918583,1004974834,1004626197,1017253188,778783917,778513748,788298766,1699772251,1699182580,1720539343,3.0910284,4.242,1.71108,22.0,26.0
ZION,4,ZION,2020-12-31,2663620000.0,3053880000.0,2866892874.0,1608649645,1720417331,1641652299,1025368085,1096609836,1046404280,794587234,849794517,810888787,1734264539,1854759846,1769844276,1.9897140000000002,2.9295,1.4798,22.0,26.0
ZION,5,ZION,2019-12-31,2735400000.0,2932433700.0,2884963539.0,1614131140,1627266560,1617946085,1162540575,1172001057,1165288201,899112746,906429514,901237769,1667020125,1680585943,1670960071,4.357083,4.5916500000000005,3.9787999999999997,21.0,25.0
ZION,6,ZION,2018-12-31,2689422000.0,2859870900.0,2829783500.0,1336633621,1318608576,1321589694,1007318091,993733999,995980639,637107169,628515521,629936472,1800473469,1776193356,1780208984,4.167057,4.3785,3.92,27.0,29.0
ZION,7,ZION,2017-12-31,2499011000.0,2693718000.0,2659366309.0,1035681655,1001790159,1003789744,797914973,771804119,773344650,530937396,513563078,514588156,1899454147,1837296684,1840963951,2.8662,3.0555000000000003,2.7146,28.0,29.0
ZION,8,ZION,2016-12-31,2207720000.0,2460240000.0,2424027354.0,719141448,693923936,717051226,495390695,478019257,493950816,339285161,327387742,338299011,1776773213,1714468642,1771608929,1.9630511999999998,2.079,1.8521999999999998,29.0,30.0
ZION,9,ZION,2015-12-31,2013720000.0,2325600000.0,2217464856.0,820913017,848801467,852619851,598620139,618956749,621741163,383891415,396933158,398718785,1494430997,1545200524,1552151699,1.2599448,1.6905000000000001,1.0486,29.0,32.0
SBNY,0,SBNY,2024-12-31,2133882718.0,2287874254.0,2199879091.0,2333444162,2333444161,2333444162,1305454230,1305454230,1305454230,976105632,976105632,976105632,914745790,914745790,914745790,18.839493996575538,19.59307375643856,18.274309176678273,3.0,3.0
SBNY,1,SBNY,2023-12-31,1976054732.0,2118656620.0,2037169827.0,2241340622,2102007629,2139219898,1253926554,1175976180,1196794726,937577698,879293158,894859464,878639794,824019130,838606909,15.992653641516453,16.792286323592275,15.51287403227096,3.0,3.0
SBNY,2,SBNY,2022-12-31,1772723500.0,2026638000.0,1914792424.0,2024169219,2009935734,1998031399,1132429185,1124466207,1117806282,846732487,840778462,835798746,793505284,787925541,783258859,13.84752,15.246,12.25,7.0,7.0
SBNY,3,SBNY,2021-12-31,1616117000.0,1860684000.0,1768471253.0,1815867068,1878231861,1841949337,1015893753,1050783974,1030485577,759597382,785685268,770507885,711847657,736295609,722072305,11.9504322,14.2695,8.349599999999999,16.0,20.0
SBNY,4,SBNY,2020-12-31,1522124000.0,1694278140.0,1642031982.0,1673780837,1747067303,1709921811,936403069,977403462,956622275,700161132,730817676,715279304,656147682,684877097,670315497,9.9813834,11.413499999999999,7.5362,16.0,20.0
SBNY,5,SBNY,2019-12-31,1280303000.0,1365326100.0,1351968834.0,1106287496,1113757125,1111965104,678915308,683499329,682399587,509433213,512872894,512047688,654054655,658470817,657411346,11.0459676,11.4765,10.5448,15.0,19.0
SBNY,6,SBNY,2018-12-31,1270021000.0,1345278000.0,1334263682.0,852703938,852084885,852346051,596753128,596319893,596502666,401673287,401381677,401504702,724450522,723924579,724146464,9.2868042,9.691500000000001,8.8494,20.0,21.0
SBNY,7,SBNY,2017-12-31,1224287440.0,1297776600.0,1286756800.0,904947855,890888444,893590327,710443532,699405971,701527126,428271514,421617821,422896502,575473233,566532591,568250769,7.4038433999999995,7.728000000000001,7.065799999999999,21.0,22.0
SBNY,8,SBNY,2016-12-31,1132960000.0,1219920000.0,1205904042.0,893307536,910374878,906559426,731537583,745514184,742389675,434518488,442820305,440964410,449733303,458325811,456404932,7.4982750000000005,7.8015,7.0363999999999995,20.0,21.0
SBNY,9,SBNY,2015-12-31,972726670.0,1027752000.0,1020219728.0,777361121,774842233,775761987,617946579,615944243,616675381,358254679,357093825,357517702,391640619,390371584,390834963,7.355811600000001,7.602,7.0363999999999995,20.0,21.0
PB,0,PB,2024-12-31,1005331705.0,1077881416.0,1036424438.0,749372165,749372165,749372165,544793785,544793785,544793785,432177493,432177493,432177493,520925723,520925723,520925723,4.706093442723577,4.894337180432521,4.5649106394418695,2.0,3.0
PB,1,PB,2023-12-31,1030555523.0,1104925509.0,1062428374.0,803565498,747160961,753795382,584192355,543186239,548009466,463431842,430902249,434728449,558598194,519388605,524000520,4.862352541471536,5.1054701685451125,4.7164819652273895,2.0,3.0
PB,2,PB,2022-12-31,1005846350.0,1159846080.0,1105421021.0,786248146,773036235,793611914,571602635,561997571,576956096,453444589,445825023,457691417,546560045,537375791,551678965,5.174513999999999,5.7225,4.5374,7.0,8.0
PB,3,PB,2021-12-31,1020859040.0,1197276000.0,1111509833.0,775446089,828390916,790112712,563749536,602240441,574412176,447214833,477749143,455673359,539051000,575855573,549246497,5.02537,5.7855,4.0278,15.0,17.0
PB,4,PB,2020-12-31,1087442750.0,1193853900.0,1162027733.0,820189395,834746641,823133499,596277933,606861055,598418298,473019167,481414614,474717090,570154289,580273752,572200882,5.546467600000001,5.795999999999999,5.047000000000001,15.0,17.0
PB,5,PB,2019-12-31,764517140.0,824691420.0,814031461.0,553200397,557137034,554758231,429614378,432671563,430824190,343034879,345475954,344000878,365161828,367760361,366190139,4.9178792,5.0715,4.624619999999999,12.0,14.0
PB,6,PB,2018-12-31,717218000.0,768202800.0,761524486.0,498444525,491823981,493477709,417940086,412388834,413775466,280120825,276400145,277329524,336997194,332521059,333639141,4.731438900000001,4.851,4.4786,18.0,19.0
PB,7,PB,2017-12-31,696848000.0,756432000.0,747343119.0,455288520,461236675,461839159,392434042,397561029,398080337,263569542,267012968,267361749,328794039,333089596,333524689,4.06438,4.168500000000001,3.8514,18.0,19.0
PB,8,PB,2016-12-31,725657000.0,777546000.0,767201279.0,515583140,489690887,491998659,450930194,428284770,430303152,300462200,285373182,286718063,336572674,319670211,321176724,4.0465301,4.158,3.8122000000000003,20.0,21.0
PB,9,PB,2015-12-31,692289000.0,781014000.0,767008450.0,466560411,489752031,489296524,405376484,425526795,425131023,270493530,283939127,283675042,314969433,330625822,330318315,4.200824099999999,4.3155,3.9297999999999997,21.0,22.0
PBCT,0,PBCT,2024-12-31,1958993497.0,2100364161.0,2019580924.0,1316886922,1316886922,1316886921,718702548,718702548,718702548,573287562,573287562,573287561,1312039755,1312039755,1312039754,1.2559288857132367,1.3061660411417662,1.2182510191418396,2.0,2.0
PBCT,1,PBCT,2023-12-31,1959009659.0,2100381490.0,2019597587.0,1348441187,1300454970,1301797206,735923564,709734667,710467204,587024252,566134151,566718474,1343477876,1295668285,1297005581,1.2070118091499165,1.2673623996074124,1.1708014548754189,2.0,2.0
PBCT,2,PBCT,2022-12-31,1919630000.0,2134105200.0,2049908463.0,1334524279,1319746076,1309734843,728328290,720262957,714799239,580965729,574532254,570174009,1329612193,1314888385,1304914002,1.1832,1.2915,1.0094,6.0,6.0
PBCT,3,PBCT,2021-12-31,1828547000.0,2055609060.0,1989601802.0,1250587786,1290150339,1272872364,682519216,704110825,694681220,544425198,561648180,554126466,1245984652,1285401584,1268187206,0.9800772000000001,1.2831000000000001,0.41159999999999997,13.0,16.0
PBCT,4,PBCT,2020-12-31,1919339000.0,2091510000.0,2051828468.0,1313638775,1309454404,1314954753,716929845,714646188,717648051,571873531,570051925,572446422,1308803565,1304634595,1310114699,1.1216225999999998,1.3125,0.95746,13.0,16.0
PBCT,5,PBCT,2019-12-31,1746582000.0,1909338000.0,1865277679.0,1084563293,1085861302,1081295899,654691343,655474880,652718997,531773413,532409841,530171373,1165675495,1167070579,1162163739,1.3719,1.42695,1.3132000000000001,12.0,14.0
PBCT,6,PBCT,2018-12-31,1537450000.0,1678708860.0,1646894806.0,804766114,807874585,809467210,509289055,511256224,512264102,367656325,369076426,369804014,1075383848,1079537602,1081665776,1.312332,1.3713000000000002,1.2446,14.0,15.0
PBCT,7,PBCT,2017-12-31,1410089000.0,1533721980.0,1501695240.0,691348044,690820953,691607196,452898775,452553480,453068544,310780356,310543413,310896852,1001354214,1000590772,1001729572,0.9639,1.05,0.9016000000000001,13.0,13.0
PBCT,8,PBCT,2016-12-31,1274968000.0,1387812000.0,1357287343.0,610471291,616555189,611828241,403707094,407730400,404604450,268896838,271576637,269494539,924235960,933446806,926290342,0.9324534000000001,0.9765000000000001,0.882,14.0,14.0
PBCT,9,PBCT,2015-12-31,1233258000.0,1329164040.0,1309972509.0,576115900,573381154,574844210,388982990,387136539,388124368,257243874,256022772,256676047,901528890,897249452,899538900,0.8805966,0.9345000000000001,0.8231999999999999,16.0,17.0
WAL,0,WAL,2024-12-31,1362381450.0,1460697637.0,1404516959.0,1022588682,1022588683,1022588683,765344261,765344261,765344261,632276102,632276102,632276102,634948739,634948739,634948739,7.109280154014665,7.393651360175252,6.896001749394225,1.0,2.0
WAL,1,WAL,2023-12-31,1314169617.0,1409006599.0,1354814038.0,1025327921,963331333,970544964,767394411,720993807,726392763,633969799,595636731,600096986,636649595,598154494,602633602,6.0261267018464615,6.327433036938785,5.845342900791067,1.0,2.0
WAL,2,WAL,2022-12-31,1217932000.0,1389862200.0,1326473049.0,973408259,934207358,943111571,728535763,699196317,705860569,601867389,577629107,583134665,604411489,580070751,585599581,5.15908,5.7718500000000015,4.655,4.0,5.0
WAL,3,WAL,2021-12-31,1103181000.0,1311738360.0,1240092601.0,832110369,924605972,888370981,622783048,692010275,664890630,514501589,571692481,549288049,516676392,574109031,551609895,4.3680682,5.586,2.548,11.0,13.0
WAL,4,WAL,2020-12-31,1173409000.0,1255665900.0,1235501645.0,889444594,882787640,883014178,665694164,660711845,660881395,549951874,545835817,545975888,552276526,548143070,548283733,3.7067909,4.5045,1.6072,11.0,13.0
WAL,5,WAL,2019-12-31,1065060000.0,1148316000.0,1129585765.0,735570666,725149108,727991322,584479132,576198237,578456640,499108400,492037037,493965572,513858731,506578385,508563914,4.8390918,5.0925,4.65794,10.0,12.0
WAL,6,WAL,2018-12-31,929939000.0,1017042000.0,996547025.0,613842214,602219780,602623847,527211487,517229311,517576353,379806694,372615468,372865479,441299551,432944025,433234514,4.107306400000001,4.31445,3.9395999999999995,14.0,15.0
